Zipcodes,Date,Online Available,Pharmacy,Store Sales,Median Income,Population
90011,2/1/2016,0,1,86817,16576,54694
90011,3/1/2016,0,1,100982,16576,54694
90011,4/1/2016,0,1,74156,16576,54694
90011,5/1/2016,0,1,105951,16576,54694
90011,6/1/2016,0,1,89558,16576,54694
90011,7/1/2016,0,1,80229,16576,54694
90011,8/1/2016,0,1,100905,16576,54694
90011,9/1/2016,0,1,79411,16576,54694
90011,10/1/2016,0,1,81562,16576,54694
90011,11/1/2016,0,1,103895,16576,54694
90011,12/1/2016,0,1,95194,16576,54694
90018,1/1/2015,0,0,62742,21369,30926
90018,2/1/2015,0,0,56067,21369,30926
90018,3/1/2015,0,0,60581,21369,30926
90018,4/1/2015,0,0,68590,21369,30926
90018,5/1/2015,0,0,70778,21369,30926
90018,6/1/2015,0,0,52459,21369,30926
90018,7/1/2015,0,0,57402,21369,30926
90018,8/1/2015,0,0,60231,21369,30926
90018,9/1/2015,0,0,58288,21369,30926
90018,10/1/2015,0,0,64116,21369,30926
90018,11/1/2015,0,0,68002,21369,30926
90018,12/1/2015,0,0,72166,21369,30926
90018,1/1/2016,0,0,56497,21369,30926
90018,2/1/2016,0,0,57177,21369,30926
90018,3/1/2016,0,0,65425,21369,30926
90018,4/1/2016,0,0,69390,21369,30926
90018,5/1/2016,0,0,55770,21369,30926
90018,6/1/2016,0,0,59219,21369,30926
90018,7/1/2016,0,0,72152,21369,30926
90018,8/1/2016,0,0,56464,21369,30926
90018,9/1/2016,0,0,62154,21369,30926
90018,10/1/2016,0,0,65921,21369,30926
90018,11/1/2016,0,0,67355,21369,30926
90018,12/1/2016,0,0,68650,21369,30926
90019,1/1/2015,0,1,135407,27104,44848
90019,2/1/2015,0,1,98214,27104,44848
90019,3/1/2015,0,1,143358,27104,44848
90019,4/1/2015,0,1,125081,27104,44848
90019,5/1/2015,0,1,113262,27104,44848
90019,6/1/2015,0,1,121329,27104,44848
90019,7/1/2015,0,1,111960,27104,44848
90019,8/1/2015,0,1,105234,27104,44848
90019,9/1/2015,0,1,117615,27104,44848
90019,10/1/2015,0,1,119886,27104,44848
90019,11/1/2015,0,1,106140,27104,44848
90019,12/1/2015,0,1,132777,27104,44848
90019,1/1/2016,0,1,104277,27104,44848
90019,2/1/2016,0,1,113722,27104,44848
90019,3/1/2016,0,1,134016,27104,44848
90019,4/1/2016,0,1,126102,27104,44848
90019,5/1/2016,0,1,104417,27104,44848
90019,6/1/2016,0,1,104149,27104,44848
90019,7/1/2016,0,1,121252,27104,44848
90019,8/1/2016,0,1,111195,27104,44848
90019,9/1/2016,0,1,120614,27104,44848
90019,10/1/2016,0,1,141801,27104,44848
90019,11/1/2016,0,1,117512,27104,44848
90019,12/1/2016,0,1,118853,27104,44848
90022,1/1/2015,0,1,86945,21158,39199
90022,2/1/2015,0,1,89540,21158,39199
90022,3/1/2015,0,1,69127,21158,39199
90022,4/1/2015,0,1,88756,21158,39199
90022,5/1/2015,0,1,85316,21158,39199
90022,6/1/2015,0,1,88834,21158,39199
90022,7/1/2015,0,1,77888,21158,39199
90022,8/1/2015,0,1,85038,21158,39199
90022,9/1/2015,0,1,73882,21158,39199
90022,10/1/2015,0,1,78454,21158,39199
90022,11/1/2015,0,1,96820,21158,39199
90022,12/1/2015,0,1,73003,21158,39199
90022,1/1/2016,0,1,95871,21158,39199
90022,2/1/2016,0,1,96010,21158,39199
90022,3/1/2016,0,1,94155,21158,39199
90022,4/1/2016,0,1,98666,21158,39199
90022,5/1/2016,0,1,79247,21158,39199
90022,6/1/2016,0,1,79316,21158,39199
90022,7/1/2016,0,1,76390,21158,39199
90022,8/1/2016,0,1,89697,21158,39199
90022,9/1/2016,0,1,81903,21158,39199
90022,10/1/2016,0,1,87781,21158,39199
90022,11/1/2016,0,1,82730,21158,39199
90022,12/1/2016,0,1,98753,21158,39199
90026,1/1/2015,0,1,140311,26770,47984
90026,2/1/2015,0,1,145760,26770,47984
90026,3/1/2015,0,1,134876,26770,47984
90026,4/1/2015,0,1,115238,26770,47984
90026,5/1/2015,0,1,151425,26770,47984
90026,6/1/2015,0,1,128213,26770,47984
90026,7/1/2015,0,1,130830,26770,47984
90026,8/1/2015,0,1,113498,26770,47984
90026,9/1/2015,0,1,122036,26770,47984
90026,10/1/2015,0,1,121725,26770,47984
90026,11/1/2015,0,1,134539,26770,47984
90026,12/1/2015,0,1,125596,26770,47984
90026,1/1/2016,0,1,124302,26770,47984
90026,2/1/2016,0,1,142874,26770,47984
90026,3/1/2016,0,1,116317,26770,47984
90026,4/1/2016,0,1,134876,26770,47984
90026,5/1/2016,0,1,111704,26770,47984
90026,6/1/2016,0,1,120363,26770,47984
90026,7/1/2016,0,1,123964,26770,47984
90026,8/1/2016,0,1,144398,26770,47984
90026,9/1/2016,0,1,114038,26770,47984
90026,10/1/2016,0,1,129049,26770,47984
90026,11/1/2016,0,1,140945,26770,47984
90026,12/1/2016,0,1,129521,26770,47984
90027,1/1/2015,1,0,124773,37969,36412
90027,2/1/2015,1,0,129584,37969,36412
90027,3/1/2015,1,0,115579,37969,36412
90027,4/1/2015,1,0,143838,37969,36412
90027,5/1/2015,1,0,124649,37969,36412
90027,6/1/2015,1,0,128713,37969,36412
90027,7/1/2015,1,0,132280,37969,36412
90027,8/1/2015,1,0,105072,37969,36412
90027,9/1/2015,1,0,136704,37969,36412
90027,10/1/2015,1,0,110160,37969,36412
90027,11/1/2015,1,0,132778,37969,36412
90027,12/1/2015,1,0,116796,37969,36412
90027,1/1/2016,1,0,118062,37969,36412
90027,2/1/2016,1,0,137960,37969,36412
90027,3/1/2016,1,0,122160,37969,36412
90027,4/1/2016,1,0,133652,37969,36412
90027,5/1/2016,1,0,111642,37969,36412
90027,6/1/2016,1,0,112192,37969,36412
90027,7/1/2016,1,0,117221,37969,36412
90027,8/1/2016,1,0,126086,37969,36412
90027,9/1/2016,1,0,148736,37969,36412
90027,10/1/2016,1,0,118600,37969,36412
90027,11/1/2016,1,0,131101,37969,36412
90027,12/1/2016,1,0,138075,37969,36412
90034,1/1/2015,1,1,170356,39548,43293
90034,2/1/2015,1,1,165520,39548,43293
90034,3/1/2015,1,1,190077,39548,43293
90034,4/1/2015,1,1,192576,39548,43293
90034,5/1/2015,1,1,194158,39548,43293
90034,6/1/2015,1,1,164801,39548,43293
90034,7/1/2015,1,1,177762,39548,43293
90034,8/1/2015,1,1,145618,39548,43293
90034,9/1/2015,1,1,194428,39548,43293
90034,10/1/2015,1,1,179614,39548,43293
90034,11/1/2015,1,1,196315,39548,43293
90034,12/1/2015,1,1,165520,39548,43293
90034,1/1/2016,1,1,180920,39548,43293
90034,2/1/2016,1,1,164560,39548,43293
90034,3/1/2016,1,1,192197,39548,43293
90034,4/1/2016,1,1,175403,39548,43293
90034,5/1/2016,1,1,173847,39548,43293
90034,6/1/2016,1,1,172055,39548,43293
90034,7/1/2016,1,1,150737,39548,43293
90034,8/1/2016,1,1,182711,39548,43293
90034,9/1/2016,1,1,166841,39548,43293
90034,10/1/2016,1,1,211589,39548,43293
90034,11/1/2016,1,1,161917,39548,43293
90034,12/1/2016,1,1,157211,39548,43293
90042,1/1/2015,0,0,96301,29705,41183
90042,2/1/2015,0,0,108143,29705,41183
90042,3/1/2015,0,0,136133,29705,41183
90042,4/1/2015,0,0,111960,29705,41183
90042,5/1/2015,0,0,118689,29705,41183
90042,6/1/2015,0,0,102761,29705,41183
90042,7/1/2015,0,0,122138,29705,41183
90042,8/1/2015,0,0,105366,29705,41183
90042,9/1/2015,0,0,110688,29705,41183
90042,10/1/2015,0,0,137406,29705,41183
90042,11/1/2015,0,0,101782,29705,41183
90042,12/1/2015,0,0,109416,29705,41183
90042,1/1/2016,0,0,117477,29705,41183
90042,2/1/2016,0,0,100522,29705,41183
90042,3/1/2016,0,0,124744,29705,41183
90042,4/1/2016,0,0,129478,29705,41183
90042,5/1/2016,0,0,99825,29705,41183
90042,6/1/2016,0,0,111752,29705,41183
90042,7/1/2016,0,0,127227,29705,41183
90042,8/1/2016,0,0,119459,29705,41183
90042,9/1/2016,0,0,111324,29705,41183
90042,10/1/2016,0,0,111495,29705,41183
90042,11/1/2016,0,0,138727,29705,41183
90042,12/1/2016,0,0,138727,29705,41183
90044,1/1/2015,0,0,107798,21585,48477
90044,2/1/2015,0,0,81513,21585,48477
90044,3/1/2015,0,0,84945,21585,48477
90044,4/1/2015,0,0,109618,21585,48477
90044,5/1/2015,0,0,107777,21585,48477
90044,6/1/2015,0,0,120856,21585,48477
90044,7/1/2015,0,0,102388,21585,48477
90044,8/1/2015,0,0,114264,21585,48477
90044,9/1/2015,0,0,97376,21585,48477
90044,10/1/2015,0,0,105558,21585,48477
90044,11/1/2015,0,0,117560,21585,48477
90044,12/1/2015,0,0,108698,21585,48477
90044,1/1/2016,0,0,96172,21585,48477
90044,2/1/2016,0,0,99343,21585,48477
90044,3/1/2016,0,0,84495,21585,48477
90044,4/1/2016,0,0,83375,21585,48477
90044,5/1/2016,0,0,101394,21585,48477
90044,6/1/2016,0,0,99343,21585,48477
90044,7/1/2016,0,0,102388,21585,48477
90044,8/1/2016,0,0,106647,21585,48477
90044,9/1/2016,0,0,115196,21585,48477
90044,10/1/2016,0,0,97941,21585,48477
90044,11/1/2016,0,0,83061,21585,48477
90044,12/1/2016,0,0,109723,21585,48477
90047,1/1/2015,0,0,76316,30927,30707
90047,2/1/2015,0,0,79431,30927,30707
90047,3/1/2015,0,0,86079,30927,30707
90047,4/1/2015,0,0,101710,30927,30707
90047,5/1/2015,0,0,105699,30927,30707
90047,6/1/2015,0,0,105585,30927,30707
90047,7/1/2015,0,0,102375,30927,30707
90047,8/1/2015,0,0,79231,30927,30707
90047,9/1/2015,0,0,77494,30927,30707
90047,10/1/2015,0,0,83761,30927,30707
90047,11/1/2015,0,0,90865,30927,30707
90047,12/1/2015,0,0,100713,30927,30707
90047,1/1/2016,0,0,84692,30927,30707
90047,2/1/2016,0,0,90257,30927,30707
90047,3/1/2016,0,0,85670,30927,30707
90047,4/1/2016,0,0,95917,30927,30707
90047,5/1/2016,0,0,91197,30927,30707
90047,6/1/2016,0,0,94958,30927,30707
90047,7/1/2016,0,0,103705,30927,30707
90047,8/1/2016,0,0,93828,30927,30707
90047,9/1/2016,0,0,81767,30927,30707
90047,10/1/2016,0,0,102707,30927,30707
90047,11/1/2016,0,0,101539,30927,30707
90047,12/1/2016,0,0,99488,30927,30707
90063,1/1/2015,0,0,56446,22333,31393
90063,2/1/2015,0,0,70103,22333,31393
90063,3/1/2015,0,0,59089,22333,31393
90063,4/1/2015,0,0,64613,22333,31393
90063,5/1/2015,0,0,63898,22333,31393
90063,6/1/2015,0,0,58303,22333,31393
90063,7/1/2015,0,0,60659,22333,31393
90063,8/1/2015,0,0,70047,22333,31393
90063,9/1/2015,0,0,69935,22333,31393
90063,10/1/2015,0,0,72185,22333,31393
90063,11/1/2015,0,0,64606,22333,31393
90063,12/1/2015,0,0,56537,22333,31393
90063,1/1/2016,0,0,68708,22333,31393
90063,2/1/2016,0,0,70082,22333,31393
90063,3/1/2016,0,0,70727,22333,31393
90063,4/1/2016,0,0,58556,22333,31393
90063,5/1/2016,0,0,72935,22333,31393
90063,6/1/2016,0,0,72935,22333,31393
90063,7/1/2016,0,0,63099,22333,31393
90063,8/1/2016,0,0,74127,22333,31393
90063,9/1/2016,0,0,68007,22333,31393
90063,10/1/2016,0,0,76560,22333,31393
90063,11/1/2016,0,0,60785,22333,31393
90063,12/1/2016,0,0,57357,22333,31393
90065,1/1/2015,0,0,97167,32220,30820
90065,2/1/2015,0,0,86790,32220,30820
90065,3/1/2015,0,0,98289,32220,30820
90065,4/1/2015,0,0,79630,32220,30820
90065,5/1/2015,0,0,104128,32220,30820
90065,6/1/2015,0,0,99262,32220,30820
90065,7/1/2015,0,0,105310,32220,30820
90065,8/1/2015,0,0,101884,32220,30820
90065,9/1/2015,0,0,81428,32220,30820
90065,10/1/2015,0,0,112569,32220,30820
90065,11/1/2015,0,0,105340,32220,30820
90065,12/1/2015,0,0,95360,32220,30820
90065,1/1/2016,0,0,98289,32220,30820
90065,2/1/2016,0,0,94397,32220,30820
90065,3/1/2016,0,0,109322,32220,30820
90065,4/1/2016,0,0,79630,32220,30820
90065,5/1/2016,0,0,79630,32220,30820
90065,6/1/2016,0,0,88478,32220,30820
90065,7/1/2016,0,0,88617,32220,30820
90065,8/1/2016,0,0,84248,32220,30820
90065,9/1/2016,0,0,110503,32220,30820
90065,10/1/2016,0,0,90544,32220,30820
90065,11/1/2016,0,0,96968,32220,30820
90065,12/1/2016,0,0,109441,32220,30820
90066,1/1/2015,0,0,186205,43583,41081
90066,2/1/2015,0,0,196948,43583,41081
90066,3/1/2015,0,0,159349,43583,41081
90066,4/1/2015,0,0,163288,43583,41081
90066,5/1/2015,0,0,150665,43583,41081
90066,6/1/2015,0,0,193492,43583,41081
90066,7/1/2015,0,0,187995,43583,41081
90066,8/1/2015,0,0,191576,43583,41081
90066,9/1/2015,0,0,143235,43583,41081
90066,10/1/2015,0,0,156484,43583,41081
90066,11/1/2015,0,0,146475,43583,41081
90066,12/1/2015,0,0,142125,43583,41081
90066,1/1/2016,0,0,154783,43583,41081
90066,2/1/2016,0,0,153977,43583,41081
90066,3/1/2016,0,0,166689,43583,41081
90066,4/1/2016,0,0,165436,43583,41081
90066,5/1/2016,0,0,180726,43583,41081
90066,6/1/2016,0,0,182356,43583,41081
90066,7/1/2016,0,0,155983,43583,41081
90066,8/1/2016,0,0,202856,43583,41081
90066,9/1/2016,0,0,167316,43583,41081
90066,10/1/2016,0,0,150826,43583,41081
90066,11/1/2016,0,0,162285,43583,41081
90066,12/1/2016,0,0,188067,43583,41081
90201,1/1/2015,0,1,112355,21792,54796
90201,2/1/2015,0,1,101108,21792,54796
90201,3/1/2015,0,1,115502,21792,54796
90201,4/1/2015,0,1,135601,21792,54796
90201,5/1/2015,0,1,110838,21792,54796
90201,6/1/2015,0,1,103515,21792,54796
90201,7/1/2015,0,1,106901,21792,54796
90201,8/1/2015,0,1,128792,21792,54796
90201,9/1/2015,0,1,127852,21792,54796
90201,10/1/2015,0,1,131200,21792,54796
90201,11/1/2015,0,1,97673,21792,54796
90201,12/1/2015,0,1,136917,21792,54796
90201,1/1/2016,0,1,115540,21792,54796
90201,2/1/2016,0,1,134284,21792,54796
90201,3/1/2016,0,1,106750,21792,54796
90201,4/1/2016,0,1,109270,21792,54796
90201,5/1/2016,0,1,138234,21792,54796
90201,6/1/2016,0,1,100945,21792,54796
90201,7/1/2016,0,1,140867,21792,54796
90201,8/1/2016,0,1,121269,21792,54796
90201,9/1/2016,0,1,136767,21792,54796
90201,10/1/2016,0,1,130335,21792,54796
90201,11/1/2016,0,1,109985,21792,54796
90201,12/1/2016,0,1,106637,21792,54796
90247,1/1/2015,0,1,100442,31492,31005
90247,2/1/2015,0,1,88416,31492,31005
90247,3/1/2015,0,1,81690,31492,31005
90247,4/1/2015,0,1,95449,31492,31005
90247,5/1/2015,0,1,98299,31492,31005
90247,6/1/2015,0,1,90220,31492,31005
90247,7/1/2015,0,1,93070,31492,31005
90247,8/1/2015,0,1,95449,31492,31005
90247,9/1/2015,0,1,106573,31492,31005
90247,10/1/2015,0,1,117338,31492,31005
90247,11/1/2015,0,1,91348,31492,31005
90247,12/1/2015,0,1,104327,31492,31005
90247,1/1/2016,0,1,104573,31492,31005
90247,2/1/2016,0,1,97028,31492,31005
90247,3/1/2016,0,1,84479,31492,31005
90247,4/1/2016,0,1,83659,31492,31005
90247,5/1/2016,0,1,95469,31492,31005
90247,6/1/2016,0,1,111935,31492,31005
90247,7/1/2016,0,1,102431,31492,31005
90247,8/1/2016,0,1,86119,31492,31005
90247,9/1/2016,0,1,86796,31492,31005
90247,10/1/2016,0,1,89759,31492,31005
90247,11/1/2016,0,1,101190,31492,31005
90247,12/1/2016,0,1,107690,31492,31005
90250,1/1/2015,0,1,177736,31396,58508
90250,2/1/2015,0,1,198315,31396,58508
90250,3/1/2015,0,1,168034,31396,58508
90250,4/1/2015,0,1,171428,31396,58508
90250,5/1/2015,0,1,194419,31396,58508
90250,6/1/2015,0,1,150251,31396,58508
90250,7/1/2015,0,1,175093,31396,58508
90250,8/1/2015,0,1,168574,31396,58508
90250,9/1/2015,0,1,196271,31396,58508
90250,10/1/2015,0,1,216639,31396,58508
90250,11/1/2015,0,1,177273,31396,58508
90250,12/1/2015,0,1,181400,31396,58508
90250,1/1/2016,0,1,164446,31396,58508
90250,2/1/2016,0,1,208538,31396,58508
90250,3/1/2016,0,1,201556,31396,58508
90250,4/1/2016,0,1,163945,31396,58508
90250,5/1/2016,0,1,190562,31396,58508
90250,6/1/2016,0,1,194805,31396,58508
90250,7/1/2016,0,1,188344,31396,58508
90250,8/1/2016,0,1,186550,31396,58508
90250,9/1/2016,0,1,170406,31396,58508
90250,10/1/2016,0,1,176520,31396,58508
90250,11/1/2016,0,1,202057,31396,58508
90250,12/1/2016,0,1,179568,31396,58508
90255,1/1/2015,0,0,95352,21100,42794
90255,2/1/2015,0,0,91144,21100,42794
90255,3/1/2015,0,0,74331,21100,42794
90255,4/1/2015,0,0,89392,21100,42794
90255,5/1/2015,0,0,77193,21100,42794
90255,6/1/2015,0,0,85564,21100,42794
90255,7/1/2015,0,0,93934,21100,42794
90255,8/1/2015,0,0,90295,21100,42794
90255,9/1/2015,0,0,93618,21100,42794
90255,10/1/2015,0,0,87550,21100,42794
90255,11/1/2015,0,0,85781,21100,42794
90255,12/1/2015,0,0,98584,21100,42794
90255,1/1/2016,0,0,78015,21100,42794
90255,2/1/2016,0,0,76200,21100,42794
90255,3/1/2016,0,0,77203,21100,42794
90255,4/1/2016,0,0,77744,21100,42794
90255,5/1/2016,0,0,92101,21100,42794
90255,6/1/2016,0,0,76751,21100,42794
90255,7/1/2016,0,0,87586,21100,42794
90255,8/1/2016,0,0,70069,21100,42794
90255,9/1/2016,0,0,80453,21100,42794
90255,10/1/2016,0,0,92968,21100,42794
90255,11/1/2016,0,0,98603,21100,42794
90255,12/1/2016,0,0,79640,21100,42794
90275,1/1/2015,0,1,227289,70616,30080
90275,2/1/2015,0,1,200247,70616,30080
90275,3/1/2015,0,1,200247,70616,30080
90275,4/1/2015,0,1,175627,70616,30080
90275,5/1/2015,0,1,172079,70616,30080
90275,6/1/2015,0,1,218376,70616,30080
90275,7/1/2015,0,1,222746,70616,30080
90275,8/1/2015,0,1,229431,70616,30080
90275,9/1/2015,0,1,218073,70616,30080
90275,10/1/2015,0,1,186769,70616,30080
90275,11/1/2015,0,1,238323,70616,30080
90275,12/1/2015,0,1,188997,70616,30080
90275,1/1/2016,0,1,224888,70616,30080
90275,2/1/2016,0,1,182918,70616,30080
90275,3/1/2016,0,1,214136,70616,30080
90275,4/1/2016,0,1,233974,70616,30080
90275,5/1/2016,0,1,180495,70616,30080
90275,6/1/2016,0,1,220605,70616,30080
90275,7/1/2016,0,1,183156,70616,30080
90275,8/1/2016,0,1,182766,70616,30080
90275,9/1/2016,0,1,201415,70616,30080
90275,10/1/2016,0,1,214136,70616,30080
90275,11/1/2016,0,1,174697,70616,30080
90275,12/1/2016,0,1,220150,70616,30080
90280,1/1/2015,0,1,158686,25843,55123
90280,2/1/2015,0,1,118465,25843,55123
90280,3/1/2015,0,1,134933,25843,55123
90280,4/1/2015,0,1,157116,25843,55123
90280,5/1/2015,0,1,150983,25843,55123
90280,6/1/2015,0,1,132151,25843,55123
90280,7/1/2015,0,1,138449,25843,55123
90280,8/1/2015,0,1,134754,25843,55123
90280,9/1/2015,0,1,151043,25843,55123
90280,10/1/2015,0,1,157953,25843,55123
90280,11/1/2015,0,1,163039,25843,55123
90280,12/1/2015,0,1,141739,25843,55123
90280,1/1/2016,0,1,117747,25843,55123
90280,2/1/2016,0,1,122055,25843,55123
90280,3/1/2016,0,1,146361,25843,55123
90280,4/1/2016,0,1,155560,25843,55123
90280,5/1/2016,0,1,156517,25843,55123
90280,6/1/2016,0,1,155485,25843,55123
90280,7/1/2016,0,1,136414,25843,55123
90280,8/1/2016,0,1,137835,25843,55123
90280,9/1/2016,0,1,125645,25843,55123
90280,10/1/2016,0,1,147902,25843,55123
90280,11/1/2016,0,1,125390,25843,55123
90280,12/1/2016,0,1,134754,25843,55123
90503,1/1/2015,0,0,163895,52349,32599
90503,2/1/2015,0,0,135737,52349,32599
90503,3/1/2015,0,0,160550,52349,32599
90503,4/1/2015,0,0,157256,52349,32599
90503,5/1/2015,0,0,172018,52349,32599
90503,6/1/2015,0,0,146215,52349,32599
90503,7/1/2015,0,0,131317,52349,32599
90503,8/1/2015,0,0,155891,52349,32599
90503,9/1/2015,0,0,142375,52349,32599
90503,10/1/2015,0,0,157956,52349,32599
90503,11/1/2015,0,0,167188,52349,32599
90503,12/1/2015,0,0,168912,52349,32599
90503,1/1/2016,0,0,162120,52349,32599
90503,2/1/2016,0,0,184509,52349,32599
90503,3/1/2016,0,0,189595,52349,32599
90503,4/1/2016,0,0,179288,52349,32599
90503,5/1/2016,0,0,136522,52349,32599
90503,6/1/2016,0,0,177547,52349,32599
90503,7/1/2016,0,0,168741,52349,32599
90503,8/1/2016,0,0,175294,52349,32599
90503,9/1/2016,0,0,189595,52349,32599
90503,10/1/2016,0,0,158912,52349,32599
90503,11/1/2016,0,0,175772,52349,32599
90503,12/1/2016,0,0,167239,52349,32599
90630,1/1/2015,0,0,163669,49917,32470
90630,2/1/2015,0,0,163701,49917,32470
90630,3/1/2015,0,0,141496,49917,32470
90630,4/1/2015,0,0,145240,49917,32470
90630,5/1/2015,0,0,156926,49917,32470
90630,6/1/2015,0,0,148061,49917,32470
90630,7/1/2015,0,0,131836,49917,32470
90630,8/1/2015,0,0,185420,49917,32470
90630,9/1/2015,0,0,135208,49917,32470
90630,10/1/2015,0,0,170282,49917,32470
90630,11/1/2015,0,0,160427,49917,32470
90630,12/1/2015,0,0,130491,49917,32470
90630,1/1/2016,0,0,137217,49917,32470
90630,2/1/2016,0,0,139146,49917,32470
90630,3/1/2016,0,0,141901,49917,32470
90630,4/1/2016,0,0,161935,49917,32470
90630,5/1/2016,0,0,173134,49917,32470
90630,6/1/2016,0,0,130880,49917,32470
90630,7/1/2016,0,0,141367,49917,32470
90630,8/1/2016,0,0,165079,49917,32470
90630,9/1/2016,0,0,162016,49917,32470
90630,10/1/2016,0,0,136148,49917,32470
90630,11/1/2016,0,0,145872,49917,32470
90630,12/1/2016,0,0,156764,49917,32470
90631,1/1/2015,0,0,132233,35878,42931
90631,2/1/2015,0,0,132464,35878,42931
90631,3/1/2015,0,0,159696,35878,42931
90631,4/1/2015,0,0,134189,35878,42931
90631,5/1/2015,0,0,158371,35878,42931
90631,6/1/2015,0,0,164348,35878,42931
90631,7/1/2015,0,0,158033,35878,42931
90631,8/1/2015,0,0,164964,35878,42931
90631,9/1/2015,0,0,150716,35878,42931
90631,10/1/2015,0,0,150824,35878,42931
90631,11/1/2015,0,0,154012,35878,42931
90631,12/1/2015,0,0,160959,35878,42931
90631,1/1/2016,0,0,168168,35878,42931
90631,2/1/2016,0,0,138255,35878,42931
90631,3/1/2016,0,0,127258,35878,42931
90631,4/1/2016,0,0,144170,35878,42931
90631,5/1/2016,0,0,161729,35878,42931
90631,6/1/2016,0,0,127843,35878,42931
90631,7/1/2016,0,0,153781,35878,42931
90631,8/1/2016,0,0,161514,35878,42931
90631,9/1/2016,0,0,169816,35878,42931
90631,10/1/2016,0,0,146388,35878,42931
90631,11/1/2016,0,0,158371,35878,42931
90631,12/1/2016,0,0,168014,35878,42931
90638,1/1/2015,1,1,148038,44529,31411
90638,2/1/2015,1,1,155793,44529,31411
90638,3/1/2015,1,1,152665,44529,31411
90638,4/1/2015,1,1,150858,44529,31411
90638,5/1/2015,1,1,131149,44529,31411
